,Word,Translation,Part_of_Speech
3951,to blend,misturar,verb
3952,therapist,terapeuta,noun
3953,to slice,fatiar,verb
3954,to peel,descascar,verb
3955,pizza,pizza,noun
3956,recipient,destinatário,noun
3957,to hesitate,hesitar,verb
3958,to flip,virar,verb
3959,accounting,contabilidade,noun
3960,to debate,debater,verb
3961,bias,viés,noun
3962,huh,hã,u
3963,metaphor,metáfora,noun
3964,candle,vela,noun
3965,handle,lidar com,noun
3966,worry,preocupar,noun
3967,judicial,judicial,adjective
3968,entity,entidade,noun
3969,suffering,sofrimento,noun
3970,full-time,tempo total,adjective
3971,feel,sentir,noun
3972,lamp,lâmpada,noun
3973,garbage,lixo,noun
3974,servant,servo,noun
3975,addition,adição,noun
3976,regulatory,regulamentar,adjective
3977,diplomatic,diplomático,adjective
3978,elegant,elegante,adjective
3979,inside,dentro,noun
3980,reception,recepção,noun
3981,to vanish,desaparecer,verb
3982,automatically,automaticamente,adverb
3983,chin,queixo,noun
3984,to trail,trilhar,verb
3985,necessity,necessidade,noun
3986,to confess,confessar,verb
3987,racism,racismo,noun
3988,starter,iniciante,noun
3989,interior,interior,adjective
3990,banking,bancário,noun
3991,casual,casual,adjective
3992,gravity,gravidade,noun
3993,to enroll,matricular,verb
3994,to diminish,para diminuir,verb
3995,prevention,prevenção,noun
3996,Arab,árabe,noun
3997,to value,dar valor,verb
3998,to minimize,para minimizar,verb
3999,to chop,cortar,verb
4000,performer,artista,noun
4001,intent,intenção,noun
4002,to isolate,isolar,verb
4003,to pump,bombear,verb
4004,inventory,inventário,noun
4005,productive,produtivo,adjective
4006,assembly,conjunto,noun
4007,civic,cívico,adjective
4008,silk,seda,noun
4009,magnitude,magnitude,noun
4010,steep,íngreme,adjective
4011,hostage,refém,noun
4012,collector,colecionador,noun
4013,popularity,popularidade,noun
4014,kiss,beijo,noun
4015,alien,estrangeiro,noun
4016,dynamic,dinâmico,adjective
4017,scary,apavorante,adjective
4018,equation,equação,noun
4019,angel,anjo,noun
4020,switch,trocar,noun
4021,offering,oferta,noun
4022,rage,fúria,noun
4023,photography,fotografia,noun
4024,to repair,reparar,verb
4025,toilet,toalete,noun
4026,disappointed,decepcionado,adjective
4027,precious,precioso,adjective
4028,to prohibit,proibir,verb
4029,representative,representante,adjective
4030,content,contente,adjective
4031,realistic,realista,adjective
4032,Russian,russo,noun
4033,hidden,escondido,adjective
4034,to command,comandar,verb
4035,tender,macio,adjective
4036,wake,acordar,noun
4037,gathering,reunião,noun
4038,outstanding,excelente,adjective
4039,to stumble,tropeçar,verb
4040,lonely,sozinho,adjective
4041,automobile,automóvel,noun
4042,artificial,artificial,adjective
4043,dawn,alvorecer,noun
4044,abstract,resumo,adjective
4045,to descend,descer,verb
4046,silly,boba,adjective
4047,to hook,engatar,verb
4048,tide,maré,noun
4049,shared,compartilhado,adjective
4050,hopefully,esperançosamente,adverb
4051,readily,prontamente,adverb
4052,to cooperate,cooperar,verb
4053,revolutionary,revolucionário,adjective
4054,romance,romance,noun
4055,hardware,ferragens,noun
4056,pillow,almofada,noun
4057,kit,kit,noun
4058,cook,cozinheiro,noun
4059,spread,espalhar,noun
4060,continent,continente,noun
4061,to seal,selar,verb
4062,circuit,o circuito,noun
4063,sink,afundar,noun
4064,ruling,decisão,noun
4065,shortage,falta,noun
4066,annually,anualmente,adverb
4067,lately,recentemente,adverb
4068,trap,armadilha,noun
4069,to scan,para digitalizar,verb
4070,fool,enganar,noun
4071,deadline,prazo final,noun
4072,rear,traseira,adjective
4073,processing,em processamento,noun
4074,ranch,rancho,noun
4075,coastal,costeiro,adjective
4076,to undertake,para empreender,verb
4077,softly,suavemente,adverb
4078,to reserve,reservar,verb
4079,burning,queimando,adjective
4080,verbal,verbal,adjective
4081,tribal,tribal,adjective
4082,ridiculous,ridículo,adjective
4083,automatic,automático,adjective
4084,diamond,diamante,noun
4085,credibility,credibilidade,noun
4086,import,importar,noun
4087,sexually,sexualmente,adverb
4088,to spring,a primavera,verb
4089,way,maneira,adverb
4090,divine,divino,adjective
4091,sentiment,sentimento,noun
4092,cart,carrinho,noun
4093,to oversee,supervisionar,verb
4094,to stem,estalar,verb
4095,elder,mais velho,noun
4096,pro,pró,noun
4097,inspiration,inspiração,noun
4098,Dutch,holandês,adjective
4099,quantity,quantidade,noun
4100,trailer,reboque,noun
4101,mate,amigo,noun
4102,o'clock,horas,adverb
4103,Greek,grego,adjective
4104,genius,gênio,noun
4105,monument,monumento,noun
4106,bid,oferta,noun
4107,quest,busca,noun
4108,sacrifice,sacrifício,noun
4109,invitation,convite,noun
4110,accuracy,precisão,noun
4111,juror,jurado,noun
4112,officially,oficialmente,adverb
4113,broker,corretor,noun
4114,treasure,tesouro,noun
4115,loyalty,lealdade,noun
4116,to credit,creditar,verb
4117,to shock,chocar,verb
4118,talented,talentoso,adjective
4119,gasoline,gasolina,noun
4120,stiff,duro,adjective
4121,output,saída,noun
4122,nominee,candidato,noun
4123,extended,estendido,adjective
4124,to please,agradar,verb
4125,diabetes,diabetes,noun
4126,to slap,dar um tapa,verb
4127,toxic,tóxico,adjective
4128,alleged,alegado,adjective
4129,jaw,mandíbula,noun
4130,grief,pesar,noun
4131,mysterious,misterioso,adjective
4132,rocket,foguete,noun
4133,to donate,para doar,verb
4134,inmate,preso,noun
4135,to tackle,enfrentar,verb
4136,dynamics,dinâmica,noun
4137,bow,arco,noun
4138,ours,o nosso,pronoun
4139,senior,senior,noun
4140,dignity,dignidade,noun
4141,carpet,tapete,noun
4142,parental,parental,adjective
4143,bubble,bolha,noun
4144,to heat,aquecer,verb
4145,buddy,camarada,noun
4146,barn,celeiro,noun
4147,sword,espada,noun
4148,flash,instantâneo,noun
4149,seventh,sétimo,number
4150,glory,glória,noun
4151,tightly,firmemente,adverb
4152,protective,protetor,adjective
4153,to tuck,dobrar,verb
4154,drum,tambor,noun
4155,faint,desmaiar,adjective
4156,to post,para postar,verb
4157,queen,rainha,noun
4158,dilemma,dilema,noun
4159,input,entrada,noun
4160,to specialize,se especializar,verb
4161,northeast,nordeste,noun
4162,shallow,raso,adjective
4163,liability,responsabilidade,noun
4164,to sail,navegar,verb
4165,merchant,comerciante,noun
4166,stadium,estádio,noun
4167,improved,melhorado,adjective
4168,bloody,sangrento,adjective
4169,defeat,derrota,noun
4170,associated,associado,adjective
4171,withdrawal,cancelamento,noun
4172,refrigerator,frigorífico,noun
4173,nest,ninho,noun
4174,near,aproximar,adjective
4175,thoroughly,completamente,adverb
4176,lane,faixa,noun
4177,ancestor,antepassado,noun
4178,to condemn,para condenar,verb
4179,steam,vapor,noun
4180,accent,sotaque,noun
4181,escape,escapar,noun
4182,optimistic,otimista,adjective
4183,to unite,para unir,verb
4184,cage,cela,noun
4185,to equip,equipar,verb
4186,shrimp,camarão,noun
4187,homeland,terra natal,noun
4188,to exchange,trocar,verb
4189,rack,prateleira,noun
4190,costume,traje,noun
4191,wolf,lobo,noun
4192,courtroom,tribunal,noun
4193,statute,estatuto,noun
4194,cartoon,desenho animado,noun
4195,besides,além do mais,preposition
4196,productivity,produtividade,noun
4197,to grin,a sorrir,verb
4198,symbolic,simbólico,adjective
4199,seal,selo,noun
4200,bug,erro,noun
4201,to bless,abençoar,verb
4202,aunt,tia,noun
4203,agriculture,agricultura,noun
4204,to rock,balançar,verb
4205,hostile,hostil,adjective
4206,to root,enraizar,verb
4207,to conceive,conceber,verb
4208,combined,combinado,adjective
4209,instantly,imediatamente,adverb
4210,bankruptcy,falência,noun
4211,vaccine,vacina,noun
4212,bonus,bônus,noun
4213,collaboration,colaboração,noun
4214,mixed,misturado,adjective
4215,opposed,em oposição,preposition
4216,orbit,órbita,noun
4217,to grasp,alcançar,verb
4218,patience,paciência,noun
4219,spite,apesar de,preposition
4220,tropical,tropical,adjective
4221,voting,votação,noun
4222,patrol,patrulha,noun
4223,willingness,disposição,noun
4224,to position,posicionar,verb
4225,revelation,revelação,noun
4226,rent,aluguel,noun
4227,to calm,acalmar,verb
4228,jewelry,joalheria,noun
4229,Cuban,cubano,adjective
4230,to haul,transportar,verb
4231,to concede,conceder,verb
4232,trace,vestígio,noun
4233,wagon,vagão,noun
4234,afterward,depois,adverb
4235,spectacular,espetacular,adjective
4236,to ruin,arruinar,verb
4237,sheer,puro,adjective
4238,prior,prévio,adjective
4239,immune,imune,adjective
4240,reliability,confiabilidade,noun
4241,ass,bunda,noun
4242,alongside,ao lado,preposition
4243,bush,arbusto,noun
4244,exotic,exótico,adjective
4245,fascinating,fascinante,adjective
4246,secure,seguro,adjective
4247,clip,grampo,noun
4248,thigh,coxa,noun
4249,bull,touro,noun
4250,drawer,gaveta,noun
4251,regard,com respeito,preposition
4252,sheep,ovelha,noun
4253,to discourage,desencorajar,verb
4254,coordinator,coordenador,noun
4255,ideological,ideológico,adjective
4256,runner,corredor,noun
4257,secular,secular,adjective
4258,intimate,íntimo,adjective
4259,empire,império,noun
4260,cab,táxi,noun
4261,to divorce,divorciar,verb
4262,exam,exame,noun
4263,documentary,documentário,noun
4264,neutral,neutro,adjective
4265,biology,biologia,noun
4266,flexible,flexível,adjective
4267,progressive,progressivo,adjective
4268,web,rede,noun
4269,conspiracy,conspiração,noun
4270,catch,pegar,noun
4271,casualty,acidente,noun
4272,republic,república,noun
4273,execution,execução,noun
4274,terrific,formidável,adjective
4275,whale,baleia,noun
4276,functional,funcional,adjective
4277,to star,estrelar,verb
4278,to draft,fazer um rascunho,verb
4279,instinct,instinto,noun
4280,teammate,companheiro de equipe,noun
4281,aluminum,alumínio,noun
4282,whoever,quem quer que seja,pronoun
4283,ministry,ministério,noun
4284,verdict,veredito,noun
4285,to instruct,para instruir,verb
4286,skull,crânio,noun
4287,self-esteem,auto estima,noun
4288,ease,facilidade,noun
4289,cooperative,cooperativo,adjective
4290,to manipulate,manipular,verb
4291,bee,abelha,noun
4292,practitioner,praticante,noun
4293,loop,ciclo,noun
4294,to edit,editar,verb
4295,to whip,chicotear,verb
4296,puzzle,quebra-cabeça,noun
4297,mushroom,cogumelo,noun
4298,subsidy,subvenção,noun
4299,to boil,ferver,verb
4300,tragic,trágico,adjective
4301,mathematics,matemática,noun
4302,mechanic,mecânico,noun
4303,jar,jarra,noun
4304,respect,respeito,preposition
4305,earthquake,terremoto,noun
4306,pork,carne de porco,noun
4307,creativity,criatividade,noun
4308,safely,com segurança,adverb
4309,underlying,subjacente,adjective
4310,dessert,sobremesa,noun
4311,sympathy,simpatia,noun
4312,fisherman,pescador,noun
4313,incredibly,incrivelmente,adverb
4314,isolation,isolamento,noun
4315,sock,meia,noun
4316,near,aproximar,adverb
4317,jump,pular,noun
4318,eleven,onze,number
4319,sexy,sexy,adjective
4320,entrepreneur,empreendedor,noun
4321,syndrome,síndrome,noun
4322,bureau,escritório,noun
4323,to seat,para sentar,verb
4324,workplace,ambiente de trabalho,noun
4325,ambition,ambição,noun
4326,touchdown,aterragem,noun
4327,to utilize,utilizar,verb
4328,breeze,brisa,noun
4329,costly,dispendioso,adjective
4330,ambitious,ambicioso,adjective
4331,Christianity,cristandade,noun
4332,presumably,presumivelmente,adverb
4333,influential,influente,adjective
4334,translation,tradução,noun
4335,uncertain,incerto,adjective
4336,to dissolve,dissolver,verb
4337,to object,objetar,verb
4338,statistical,estatística,adjective
4339,gut,intestino,noun
4340,metropolitan,metropolitano,adjective
4341,rolling,rolando,adjective
4342,aesthetic,estética,adjective
4343,to spell,soletrar,verb
4344,to insert,inserir,verb
4345,booth,cabine,noun
4346,helmet,capacete,noun
4347,waist,cintura,noun
4348,expected,esperado,adjective
4349,lion,leão,noun
4350,accomplishment,realização,noun
4351,royal,real,adjective
4352,panic,pânico,noun
4353,cast,elencar,noun
4354,to crush,esmagar,verb
4355,actively,ativamente,adverb
4356,cliff,penhasco,noun
4357,minimal,mínimo,adjective
4358,cord,cordão,noun
4359,fortunately,felizmente,adverb
4360,cocaine,cocaína,noun
4361,illusion,ilusão,noun
4362,anonymous,anônimo,adjective
4363,to tolerate,tolerar,verb
4364,appreciation,apreciação,noun
4365,commissioner,comissário,noun
4366,to harm,magoar,verb
4367,flexibility,flexibilidade,noun
4368,instructional,instrutivo,adjective
4369,to scramble,embaralhar,verb
4370,casino,cassino,noun
4371,tumor,tumor,noun
4372,to decorate,decorar,verb
4373,to sort,ordenar,verb
4374,charge,carregar,preposition
4375,pulse,pulso,noun
4376,equivalent,equivalente,noun
4377,fixed,fixo,adjective
4378,experienced,com experiência,adjective
4379,donation,doação,noun
4380,diary,diário,noun
4381,sibling,irmão,noun
4382,irony,ironia,noun
4383,spoon,colher,noun
4384,midst,meio,noun
4385,alley,beco,noun
4386,upset,chateado,adjective
4387,to interact,interagir,verb
4388,soap,sabão,noun
4389,cute,fofa,adjective
4390,rival,rival,noun
4391,short-term,curto prazo,adjective
4392,to punch,socar,verb
4393,pin,alfinete,noun
4394,hockey,hóquei,noun
4395,passing,passagem,adjective
4396,to persist,persistir,verb
4397,supplier,fornecedor,noun
4398,known,conhecido,adjective
4399,momentum,impulso,noun
4400,purse,bolsa,noun
4401,to shed,derramar,verb
4402,liquid,líquido,noun
4403,icon,ícone,noun
4404,elephant,elefante,noun
4405,consequently,consequentemente,adverb
4406,legislature,legislatura,noun
4407,associate,associado,noun
4408,franchise,franquia,noun
4409,correctly,corretamente,adverb
4410,mentally,mentalmente,adverb
4411,to foster,promover,verb
4412,bicycle,bicicleta,noun
4413,encouraging,encorajando,adjective
4414,to cheat,trair,verb
4415,to access,acessar,verb
4416,to heal,curar,verb
4417,fever,febre,noun
4418,filter,filtro,noun
4419,rabbit,coelho,noun
4420,coin,moeda,noun
4421,to exploit,para explorar,verb
4422,accessible,acessível,adjective
4423,organism,organismo,noun
4424,sensation,sensação,noun
4425,partially,parcialmente,adverb
4426,stay,fica,noun
4427,upstairs,andar de cima,adverb
4428,dried,seco,adjective
4429,minimum,mínimo,noun
4430,pro,pró,adjective
4431,conservation,conservação,noun
4432,to shove,empurrar,verb
4433,backyard,quintal,noun
4434,charter,carta,noun
4435,stove,forno,noun
4436,consent,consentimento,noun
4437,to comprise,para compreender,verb
4438,reminder,lembrete,noun
4439,alike,parecido,adverb
4440,placement,colocação,noun
4441,dough,massa,noun
4442,grandchild,neto,noun
4443,dam,barragem,noun
4444,reportedly,supostamente,adverb
4445,well-known,bem conhecido,adjective
4446,surrounding,em torno da,adjective
4447,ecological,ecológico,adjective
4448,outfit,roupa,noun
4449,unprecedented,sem precedente,adjective
4450,columnist,colunista,noun
4451,workout,treino,noun
4452,preliminary,preliminares,adjective
4453,patent,patente,noun
4454,shy,tímido,adjective
4455,quote,citar,noun
4456,trash,lixo,noun
4457,disabled,desativado,adjective
4458,gross,bruto,adjective
4459,damn,droga,adjective
4460,hormone,hormônio,noun
4461,texture,textura,noun
4462,to counter,para contrariar,verb
4463,pencil,lápis,noun
4464,associate,associado,adjective
4465,frontier,fronteira,noun
4466,spray,pulverizar,noun
4467,bet,aposta,noun
4468,to disclose,divulgar,verb
4469,custody,custódia,noun
4470,banker,banqueiro,noun
4471,beast,fera,noun
4472,to interfere,interferir,verb
4473,oak,carvalho,noun
4474,case,caso,conjunction
4475,eighth,oitavo,number
4476,notebook,caderno,noun
4477,to outline,delinear,verb
4478,to gaze,olhar,verb
4479,attendance,comparecimento,noun
4480,speculation,especulação,noun
4481,to uncover,desmascarar,verb
4482,behalf,em nome de,preposition
4483,innovative,inovativa,adjective
4484,shark,tubarão,noun
4485,to reward,para recompensar,verb
4486,mill,moinho,noun
4487,installation,instalação,noun
4488,to stimulate,para estimular,verb
4489,tag,marcação,noun
4490,vertical,vertical,adjective
4491,swimming,natação,noun
4492,fleet,frota,noun
4493,catalog,catálogo,noun
4494,outsider,estranho,noun
4495,to sacrifice,sacrificar,verb
4496,desperately,desesperadamente,adverb
4497,stance,posição,noun
4498,to compel,para obrigar,verb
4499,sensitivity,sensibilidade,noun
4500,someday,algum dia,adverb
4501,instant,instante,adjective
4502,debut,estréia,noun
4503,to proclaim,proclamar,verb
4504,worldwide,no mundo todo,adverb
4505,to hike,caminhar,verb
4506,required,requerido,adjective
4507,confrontation,confronto,noun
4508,colorful,colorida,adjective
4509,ideal,ideal,noun
4510,constitution,constituição,noun
4511,trainer,treinador,noun
4512,Thanksgiving,ação de graças,noun
4513,scent,fragrância,noun
4514,stack,pilha,noun
4515,eyebrow,sobrancelha,noun
4516,sack,saco,noun
4517,to cease,cessar,verb
4518,to inherit,herdar,verb
4519,tray,bandeja,noun
4520,pioneer,pioneiro,noun
4521,organizational,organizacional,adjective
4522,textbook,livro didático,noun
4523,uh,uh,u
4524,nasty,desagradável,adjective
4525,to shrink,a encolher,verb
4526,to model,modelar,verb
4527,emerging,emergente,adjective
4528,dot,ponto,noun
4529,wheat,trigo,noun
4530,fierce,feroz,adjective
4531,to envision,a vislumbrar,verb
4532,rational,racional,adjective
4533,kingdom,parente,noun
4534,aisle,corredor,noun
4535,to weaken,enfraquecer,verb
4536,protocol,protocolo,noun
4537,exclusively,exclusivamente,adverb
4538,vocal,vocal,adjective
4539,marketplace,mercado,noun
4540,openly,abertamente,adverb
4541,unfair,injusto,adjective
4542,terrain,terreno,noun
4543,to deploy,implantar,verb
4544,risky,arriscado,adjective
4545,pasta,massa,noun
4546,genre,gênero,noun
4547,to distract,para distrair,verb
4548,merit,mérito,noun
4549,planner,planejador,noun
4550,depressed,depressivo,adjective
4551,chunk,pedaço,noun
4552,closest,mais próximo,adjective
4553,discount,desconto,noun
4554,no,não,determiner
4555,ladder,escada,noun
4556,jungle,selva,noun
4557,migration,migração,noun
4558,breathing,respirando,noun
4559,to invade,invadir,verb
4560,hurricane,furacão,noun
4561,retailer,varejista,noun
4562,to classify,classificar,verb
4563,to wound,ferir,verb
4564,coup,golpe,noun
4565,to aid,ajudar,verb
4566,ambassador,embaixador,noun
4567,density,densidade,noun
4568,supportive,solidário,adjective
4569,curiosity,curiosidade,noun
4570,to skip,pular,verb
4571,aggression,agressão,noun
4572,stimulus,estímulo,noun
4573,journalism,jornalismo,noun
4574,robot,robô,noun
4575,to flood,inundar,verb
4576,to dip,mergulhar,verb
4577,likewise,da mesma forma,adverb
4578,informal,informal,adjective
4579,Persian,persa,adjective
4580,feather,pluma,noun
4581,sphere,esfera,noun
4582,to tighten,apertar,verb
4583,to boast,gabar,verb
4584,to pat,acariciar,verb
4585,perceived,percebido,adjective
4586,sole,único,adjective
4587,publicity,publicidade,noun
4588,major,formar-se,noun
4589,to unfold,revelar,verb
4590,to joke,zoar,verb
4591,well-being,bem-estar,noun
4592,validity,validade,noun
4593,ecosystem,ecossistema,noun
4594,strictly,estritamente,adverb
4595,partial,parcial,adjective
4596,collar,colarinho,noun
4597,weed,erva daninha,noun
4598,compliance,conformidade,noun
4599,streak,onda,noun
4600,supposedly,supostamente,adverb
4601,added,adicionado,adjective
4602,builder,construtor,noun
4603,glimpse,vislumbre,noun
4604,premise,premissa,noun
4605,specialty,especialidade,noun
4606,to deem,julgar,verb
4607,artifact,artefato,noun
4608,to sneak,esgueirar-se,verb
4609,monkey,macaco,noun
4610,mentor,mentor,noun
4611,two-thirds,dois terços,number
4612,listener,ouvinte,noun
4613,lightning,raio,noun
4614,legally,legalmente,adverb
4615,sleeve,manga,noun
4616,disappointment,desapontamento,noun
4617,to disturb,perturbar,verb
4618,rib,costela,noun
4619,excessive,excessivo,adjective
4620,high-tech,alta tecnologia,adjective
4621,debris,destroços,noun
4622,to pile,empilhar,verb
4623,rod,cajado,noun
4624,logical,lógico,adjective
4625,liberal,liberal,noun
4626,ash,cinza,noun
4627,socially,socialmente,adverb
4628,parish,freguesia,noun
4629,slavery,escravidão,noun
4630,blank,em branco,adjective
4631,commodity,mercadoria,noun
4632,cure,cura,noun
4633,mineral,mineral,noun
4634,hunger,fome,noun
4635,dying,morrendo,adjective
4636,developmental,desenvolvimento,adjective
4637,faster,mais rápido,adjective
4638,to spare,poupar,verb
4639,halfway,a meio caminho,adverb
4640,to cure,curar,verb
4641,equality,igualdade,noun
4642,cemetery,cemitério,noun
4643,harassment,assédio,noun
4644,deliberately,deliberadamente,adverb
4645,fame,fama,noun
4646,to regret,lamentar,verb
4647,striking,impressionante,adjective
4648,likelihood,probabilidade,noun
4649,carrot,cenoura,noun
4650,atop,no topo,preposition
4651,toll,pedágio,noun
4652,rim,aro,noun
4653,embarrassed,envergonhado,adjective
4654,fucking,porra,adjective
4655,to cling,agarrar-se,verb
4656,isolated,isolado,adjective
4657,to blink,pestanejar,verb
4658,suspicious,suspeito,adjective
4659,wheelchair,cadeira de rodas,noun
4660,squad,esquadrão,noun
4661,eligible,elegível,adjective
4662,processor,processador,noun
4663,to plunge,mergulhar,verb
4664,this,esta,adverb
4665,sponsor,patrocinador,noun
4666,grin,sorriso,noun
4667,to color,colorir,verb
4668,demographic,demográfico,adjective
4669,to rain,chover,verb
4670,chill,frio,noun
4671,refuge,refúgio,noun
4672,to steer,dirigir,verb
4673,legislator,legislador,noun
4674,rally,corrida,noun
4675,programming,programação,noun
4676,to cheer,para alegrar,verb
4677,outlet,tomada,noun
4678,intact,intacto,adjective
4679,vendor,fornecedor,noun
4680,to thrive,prosperar,verb
4681,peanut,amendoim,noun
4682,to chew,mastigar,verb
4683,elaborate,elaborar,adjective
4684,intellectual,intelectual,noun
4685,conception,concepção,noun
4686,auction,leilão,noun
4687,steak,steak,noun
4688,to comply,cumprir,verb
4689,triumph,triunfo,noun
4690,shareholder,acionista,noun
4691,comparable,comparável,adjective
4692,to transport,para transportar,verb
4693,conscience,consciência,noun
4694,calculation,cálculo,noun
4695,considerably,consideravelmente,adverb
4696,interval,intervalo,noun
4697,to scratch,arranhar,verb
4698,awake,acordado,adjective
4699,jurisdiction,jurisdição,noun
4700,inevitably,inevitavelmente,adverb
4701,feminist,feminista,adjective
4702,constraint,limitação,noun
4703,emotionally,emocionalmente,adverb
4704,expedition,expedição,noun
4705,allegedly,alegadamente,adverb
4706,to compromise,comprometer,verb
4707,to strain,esticar,verb
4708,similarity,similaridade,noun
4709,butt,bunda,noun
4710,lid,tampa,noun
4711,dumb,idiota,adjective
4712,bulk,volume,noun
4713,to sprinkle,para polvilhar,verb
4714,mortality,mortalidade,noun
4715,philosophical,filosófico,adjective
4716,conversion,conversão,noun
4717,patron,patrono,noun
4718,municipal,municipal,adjective
4719,any,algum,adverb
4720,liver,fígado,noun
4721,harmony,harmonia,noun
4722,solely,unicamente,adverb
4723,tolerance,tolerância,noun
4724,instant,instante,noun
4725,goat,bode,noun
4726,to arm,armar,verb
4727,blessing,bênção,noun
4728,banana,banana,noun
4729,running,encontro,noun
4730,palace,palácio,noun
4731,formerly,antigamente,adverb
4732,peasant,camponês,noun
4733,neat,arrumado,adjective
4734,grandparent,avó,noun
4735,lawmaker,legislador,noun
4736,supermarket,supermercado,noun
4737,cruise,cruzeiro,noun
4738,mobile,móvel,adjective
4739,plain,avião,noun
4740,part,parte,preposition
4741,calendar,calendário,noun
4742,widow,viúva,noun
4743,deposit,depósito,noun
4744,beard,barba,noun
4745,brake,freio,noun
4746,downtown,centro da cidade,adverb
4747,screening,triagem,noun
4748,impulse,impulso,noun
4749,to forbid,proibir,verb
4750,fur,pelagem,noun
4751,brutal,brutal,adjective
4752,predator,predador,noun
4753,to poke,cutucar,verb
4754,to opt,optar,verb
4755,voluntary,voluntário,adjective
4756,to trouble,incomodar,verb
4757,valid,válido,adjective
4758,forum,fórum,noun
4759,dancing,dançando,noun
4760,happily,felizmente,adverb
4761,to soar,subir,verb
4762,removal,remoção,noun
4763,autonomy,autonomia,noun
4764,to enact,promulgar,verb
4765,to round,arredondar,verb
4766,thread,fio,noun
4767,light,à luz de,preposition
4768,landmark,marco,noun
4769,unhappy,infeliz,adjective
4770,offender,infrator,noun
4771,coming,chegando,adjective
4772,privately,em particular,adverb
4773,fraction,fração,noun
4774,distinctive,distintivo,adjective
4775,tourism,turismo,noun
4776,threshold,limite,noun
4777,calm,calma,adjective
4778,routinely,rotineiramente,adverb
4779,suite,suíte,noun
4780,to remark,observar,verb
4781,regulator,regulador,noun
4782,straw,palha,noun
4783,theological,teológico,adjective
4784,apart,separado,preposition
4785,to exhaust,muito cansado,verb
4786,globe,globo,noun
4787,fragile,frágil,adjective
4788,objection,objeção,noun
4789,chemistry,química,noun
4790,old-fashioned,antiquado,adjective
4791,crowded,lotado,adjective
4792,to circle,circular,verb
4793,blast,explosão,noun
4794,to prevail,prevalecer,verb
4795,overnight,durante a noite,adverb
4796,denial,negação,noun
4797,rental,aluguel,noun
4798,fantastic,fantástico,adjective
4799,fragment,fragmento,noun
4800,level,nível,adjective
4801,to screw,parafusar,verb
4802,warmth,cordialidade,noun
4803,undergraduate,estudante universitário,noun
4804,liquid,líquido,adjective
4805,headache,dor de cabeça,noun
4806,policeman,policial,noun
4807,yield,colheita,noun
4808,projection,projeção,noun
4809,to battle,batalhar,verb
4810,suitable,adequado,adjective
4811,mention,menção,noun
4812,graduation,graduação,noun
4813,to drill,"furar, brocar, exercitar, treinar",verb
4814,cruel,cruel,adjective
4815,mansion,mansão,noun
4816,regard,respeito,noun
4817,grape,uva,noun
4818,to authorize,doente,verb
4819,cottage,cabana,noun
4820,driveway,calçada,noun
4821,charm,charme,noun
4822,sexuality,sexualidade,noun
4823,loyal,fiel,adjective
4824,clay,argila,noun
4825,to pound,para autorizar,verb
4826,balloon,balão,noun
4827,invention,invenção,noun
4828,ego,ego,noun
4829,fare,tarifa,noun
4830,homework,trabalho de casa,noun
4831,disc,disco,noun
4832,sofa,sofá,noun
4833,guarantee,garantia,noun
4834,availability,disponibilidade,noun
4835,radar,radar,noun
4836,to frown,bater,verb
4837,to regain,franzir a testa,verb
4838,leave,deixar,noun
4839,permit,permitir,noun
4840,sweater,agasalho,noun
4841,rehabilitation,reabilitação,noun
4842,rubber,borracha,adjective
4843,retreat,retiro,noun
4844,molecule,molécula,noun
4845,freely,livremente,adverb
4846,favorable,favorável,adjective
4847,steadily,firmemente,adverb
4848,veteran,veterano,adjective
4849,integrated,integrado,adjective
4850,ha,ha,u
4851,youngster,jovem,noun
4852,to broadcast,recuperar,verb
4853,premium,prêmio,noun
4854,accountability,prestação de contas,noun
4855,to overwhelm,transmitir,verb
4856,one-third,um terço,number
4857,to contemplate,a submergir,verb
4858,to update,contemplar,verb
4859,to spark,atualizar,verb
4860,ironically,ironicamente,adverb
4861,fatigue,fadiga,noun
4862,beyond,além,adverb
4863,to speculate,fazer faísca,verb
4864,marker,marcador,noun
4865,low,baixo,adverb
4866,to preach,especular,verb
4867,bucket,balde,noun
4868,to bomb,pregar,verb
4869,blond,loiro,adjective
4870,confession,confissão,noun
4871,to provoke,para bombardear,verb
4872,marble,mármore,noun
4873,substantially,substancialmente,adverb
4874,twist,torção,noun
4875,defender,defensor,noun
4876,to fish,provocar,verb
4877,explicit,explícito,adjective
4878,transport,transporte,noun
4879,disturbing,perturbador,adjective
4880,surveillance,vigilância,noun
4881,magnetic,magnético,adjective
4882,technician,técnico,noun
4883,to mutter,pescar,verb
4884,devastating,devastador,adjective
4885,to depart,a murmurar,verb
4886,arrow,seta,noun
4887,trauma,trauma,noun
4888,neighboring,vizinho,adjective
4889,to soak,partir,verb
4890,ribbon,fita,noun
4891,meantime,entretanto,noun
4892,to transmit,encharcar,verb
4893,to screen,transmitir,verb
4894,harvest,colheita,noun
4895,consecutive,consecutivo,adjective
4896,republican,republicano,adjective
4897,to coordinate,para tela,verb
4898,worldwide,no mundo todo,adjective
4899,within,dentro de,adverb
4900,spy,espião,noun
4901,slot,slot,noun
4902,riot,tumulto,noun
4903,nutrient,nutriente,noun
4904,citizenship,cidadania,noun
4905,severely,severamente,adverb
4906,sovereignty,soberania,noun
4907,ridge,cume,noun
